Pet,Furniture,Subway,house_type,district,area,bedroom,suite,garage,total,floor_grouped
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,54,1,1,1,4851,16-20
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Perdizes,100,3,1,1,4819,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,108,3,1,1,5337,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,140,3,1,2,8035,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,94,1,1,1,5567,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,150,3,1,2,6027,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,38,1,0,1,4894,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,180,3,1,1,9378,20+
Não aceita,Sem mobília,Metrô próx.,Apartamento,Higienópolis,170,3,1,2,8104,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,248,3,1,1,9181,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,142,3,1,2,8226,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Higienópolis,290,4,1,2,10990,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,300,4,1,3,13350,16-20
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,300,4,1,0,22330,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,95,2,0,1,2582,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,40,1,0,0,1748,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,36,1,0,1,2479,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,96,2,0,0,6061,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,120,4,2,0,8334,16-20
Não aceita,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,50,2,0,1,3548,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,140,2,1,1,8240,6-10
Aceita pet,Sem mobília,Metrô próx.,Casa,Brás,150,2,0,0,1818,-
Aceita pet,Mobiliado,Metrô próx.,Studio,Santa Cecília,34,1,0,0,1534,0-5
Aceita pet,Sem mobília,Metrô próx.,Casa,Vila Mariana,80,2,0,0,2592,-
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,40,1,0,1,2227,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,48,1,0,0,1550,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,60,1,0,0,1621,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,45,1,0,1,3208,11-15
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,28,1,0,1,1683,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,40,1,0,0,2735,-
Aceita pet,Mobiliado,Metrô próx.,Studio,Centro,30,1,0,1,2005,6-10
Aceita pet,Sem mobília,Metrô próx.,Studio,Cambuci,28,1,0,0,1343,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bela Vista,39,1,0,1,2822,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,40,1,0,0,2370,11-15
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,70,1,1,0,3042,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Cambuci,40,1,1,0,1572,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,35,1,1,1,2787,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Bom Retiro,34,1,1,0,1860,11-15
Não aceita,Sem mobília,Metrô próx.,Apartamento,Liberdade,50,1,0,0,1463,16-20
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,60,1,0,0,1933,11-15
Não aceita,Sem mobília,Não próx.,Apartamento,Bom Retiro,33,1,1,0,1831,16-20
Aceita pet,Sem mobília,Não próx.,Apartamento,Bom Retiro,33,1,0,0,1997,11-15
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,86,2,0,0,1908,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,45,1,0,1,3196,0-5
Não aceita,Sem mobília,Não próx.,Apartamento,Paraíso,42,2,0,1,2944,6-10
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,32,1,1,1,2899,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Liberdade,25,1,0,0,1153,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,50,1,0,0,1812,0-5
Não aceita,Sem mobília,Metrô próx.,Casa,Pacaembu,150,8,0,0,8492,-
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,68,2,0,0,2502,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,49,1,0,1,3294,16-20
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,38,1,0,0,2476,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bom Retiro,58,2,1,1,3064,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Aclimação,60,1,1,1,3556,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Liberdade,30,1,0,0,1894,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Bela Vista,40,1,0,0,1580,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,80,2,0,0,3395,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,110,2,0,0,3122,0-5
Não aceita,Sem mobília,Metrô próx.,Studio,Santa Cecília,30,1,0,0,1351,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bela Vista,38,1,0,0,1727,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,48,2,0,0,3036,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,58,2,0,1,2727,11-15
Aceita pet,Sem mobília,Metrô próx.,Casa,Aclimação,280,6,5,3,8471,-
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,60,2,1,1,4431,11-15
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,34,1,0,0,1881,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,60,2,0,0,3064,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,62,1,0,0,2392,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,112,3,0,1,4588,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Mooca,55,2,1,1,2573,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Consolação,35,1,0,1,3371,11-15
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,30,1,0,0,1383,6-10
Aceita pet,Sem mobília,Metrô próx.,Studio,Centro,37,1,0,0,1448,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,40,1,0,0,2382,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,55,2,1,0,3961,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,61,2,0,1,3539,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,58,2,0,1,2573,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,37,1,0,1,3150,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,75,2,1,0,3990,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,48,1,1,1,4253,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,58,1,1,0,4362,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,69,3,0,1,2838,16-20
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,95,3,0,0,4605,-
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Barra Funda,90,3,1,1,4342,0-5
Não aceita,Mobiliado,Não próx.,Apartamento,Perdizes,75,1,1,1,5763,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,112,3,0,0,3745,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Paraíso,130,3,1,1,4998,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,105,3,1,3,6603,0-5
Aceita pet,Mobiliado,Não próx.,Apartamento,Jardim Paulista,72,1,0,1,4693,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,215,3,0,0,4828,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,98,3,1,2,5543,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,28,1,1,1,4760,6-10
Não aceita,Mobiliado,Não próx.,Apartamento,Perdizes,38,1,0,0,3315,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,127,3,0,1,4580,11-15
Não aceita,Mobiliado,Metrô próx.,Apartamento,Higienópolis,134,3,1,1,5270,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,35,1,0,0,4262,6-10
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,35,1,1,0,2900,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,195,2,1,1,7911,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,198,4,0,1,8024,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,220,2,1,2,7872,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,55,2,1,2,8129,20+
Não aceita,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,310,2,2,3,11170,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,150,4,3,2,7675,6-10
Aceita pet,Mobiliado,Não próx.,Apartamento,Perdizes,170,3,3,3,9814,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,190,2,2,2,9230,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,190,3,1,1,11860,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Paraíso,97,2,1,1,4194,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,60,2,0,1,3904,16-20
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,72,2,0,1,5867,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,65,1,1,1,6294,11-15
Não aceita,Sem mobília,Não próx.,Casa,Cambuci,34,1,0,0,904,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,40,1,0,1,2236,20+
Não aceita,Sem mobília,Metrô próx.,Studio,Santa Cecília,35,1,0,0,1551,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Paraíso,40,1,0,0,2238,-
Aceita pet,Sem mobília,Metrô próx.,Casa,Aclimação,40,1,1,0,1884,-
Aceita pet,Sem mobília,Metrô próx.,Studio,Bom Retiro,16,1,1,0,1244,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,42,1,0,1,1755,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,62,2,1,1,3374,11-15
Não aceita,Sem mobília,Metrô próx.,Studio,Mooca,16,1,0,0,908,0-5
Aceita pet,Sem mobília,Não próx.,Casa,Aclimação,290,4,4,4,6804,-
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,26,1,1,0,1497,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,26,1,0,0,1497,0-5
Aceita pet,Mobiliado,Não próx.,Apartamento,Cambuci,46,1,1,0,2619,6-10
Aceita pet,Sem mobília,Metrô próx.,Studio,Mooca,26,1,0,0,1341,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Mooca,26,1,0,0,1341,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,45,1,0,1,2140,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Cambuci,32,1,0,0,1482,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,50,1,0,1,2502,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,67,2,1,2,3037,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,53,1,0,0,2077,0-5
Aceita pet,Sem mobília,Metrô próx.,Casa,Aclimação,230,3,0,2,4908,-
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,42,1,0,0,2108,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,39,1,0,1,3483,11-15
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Centro,33,1,0,0,1675,6-10
Aceita pet,Sem mobília,Metrô próx.,Studio,Consolação,50,1,0,0,1572,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,40,1,0,1,2433,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,35,1,1,0,1478,6-10
Não aceita,Mobiliado,Metrô próx.,Studio,Bela Vista,28,1,1,1,2005,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Centro,47,1,0,0,2679,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,62,1,0,0,3406,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Mooca,24,1,0,0,1341,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Mooca,24,1,0,0,1393,-
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Barra Funda,36,1,0,1,2743,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,50,2,0,1,3920,16-20
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,60,2,1,2,3807,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,30,1,1,0,1194,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Centro,70,1,0,0,1648,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,45,1,1,1,3317,16-20
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,40,1,1,0,2074,0-5
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,25,1,0,0,2085,6-10
Aceita pet,Sem mobília,Metrô próx.,Studio,Consolação,50,1,0,0,2051,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,90,2,0,0,2055,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Bela Vista,45,1,1,0,2001,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,35,2,0,0,3010,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,58,2,0,1,2683,0-5
Aceita pet,Mobiliado,Não próx.,Apartamento,Cambuci,64,2,1,1,3317,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,55,2,0,1,3047,6-10
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,70,2,0,0,2637,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,78,2,0,0,2391,-
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,55,1,0,0,2687,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,100,3,0,0,2992,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Perdizes,47,2,0,1,3235,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,70,2,0,0,2495,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,67,3,0,0,3135,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,65,2,0,2,3382,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,75,2,1,0,4069,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,55,2,0,0,3192,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,50,2,1,1,3815,0-5
Não aceita,Mobiliado,Metrô próx.,Studio,Santa Cecília,12,1,0,0,2596,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,85,2,0,0,2895,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,64,2,1,1,2915,0-5
Não aceita,Sem mobília,Metrô próx.,Studio,Santa Cecília,30,1,1,0,1422,6-10
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,24,1,1,0,1747,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,88,2,0,0,2976,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Barra Funda,69,3,1,0,4751,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,50,1,1,1,3620,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,39,1,0,1,3728,11-15
Não aceita,Sem mobília,Metrô próx.,Studio,Consolação,40,1,1,0,2127,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,52,1,1,0,3791,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,180,3,1,2,5142,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,130,3,1,1,3028,6-10
Aceita pet,Mobiliado,Metrô próx.,Studio,Bela Vista,30,1,0,1,3541,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,65,2,0,1,3984,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,83,3,1,2,4123,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,108,3,1,2,5841,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,200,3,3,2,7655,16-20
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,100,3,0,1,4002,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Paraíso,77,2,1,1,6616,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,118,3,0,1,5147,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,142,3,3,3,12220,16-20
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,129,3,1,0,5831,0-5
Não aceita,Mobiliado,Metrô próx.,Studio,Jardim Paulista,35,1,1,1,4447,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,110,3,0,1,4912,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,288,3,2,2,7815,6-10
Aceita pet,Mobiliado,Não próx.,Apartamento,Higienópolis,70,2,2,2,7501,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,73,2,0,0,3903,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,114,4,1,2,7433,6-10
Aceita pet,Mobiliado,Metrô próx.,Studio,Bom Retiro,45,1,0,0,1653,0-5
Aceita pet,Mobiliado,Metrô próx.,Studio,Bom Retiro,16,1,1,0,1244,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,40,1,0,1,2610,11-15
Não aceita,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,45,1,0,1,2389,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,42,1,0,1,1755,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,50,2,0,1,2224,6-10
Aceita pet,Sem mobília,Não próx.,Casa,Cambuci,70,3,0,0,2487,-
Aceita pet,Sem mobília,Metrô próx.,Studio,Bom Retiro,36,1,1,0,1568,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,45,1,0,1,2140,0-5
Aceita pet,Sem mobília,Não próx.,Casa,Aclimação,350,3,1,7,4370,-
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,30,1,0,0,1526,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Brás,60,1,0,0,1502,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Centro,30,1,0,0,2116,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,62,2,1,2,3212,6-10
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,37,1,0,1,2352,6-10
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,30,1,0,1,2362,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,50,1,0,0,2431,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,46,1,0,1,3323,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,56,2,0,1,2898,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,62,1,0,0,3406,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,60,1,0,0,2445,0-5
Não aceita,Sem mobília,Metrô próx.,Studio,Santa Cecília,40,1,0,0,1341,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Centro,26,1,0,0,1234,0-5
Não aceita,Mobiliado,Metrô próx.,Studio,Consolação,38,1,0,1,2862,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,35,1,0,0,1567,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Consolação,23,1,0,1,2026,11-15
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,48,1,0,0,2481,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,44,1,0,0,2006,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,68,1,0,0,2164,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,32,1,1,0,1672,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,45,1,0,1,3268,16-20
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,50,1,0,0,2274,6-10
Não aceita,Sem mobília,Metrô próx.,Studio,Centro,45,1,0,0,1603,11-15
Aceita pet,Mobiliado,Metrô próx.,Studio,Bela Vista,30,1,0,0,1558,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,50,1,1,0,2727,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,92,2,1,0,3424,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,82,3,0,1,4475,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,54,2,0,1,2811,11-15
Não aceita,Sem mobília,Metrô próx.,Apartamento,Aclimação,65,2,0,0,2617,6-10
Não aceita,Sem mobília,Metrô próx.,Studio,Santa Cecília,30,1,0,0,1247,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,63,2,0,1,4155,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,33,1,0,0,2658,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,27,1,0,0,1550,6-10
Não aceita,Sem mobília,Metrô próx.,Studio,Vila Mariana,16,1,1,0,1627,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,33,1,0,1,3371,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,46,2,1,1,4191,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bela Vista,75,2,0,0,3427,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,70,2,0,0,3970,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,60,2,1,2,4622,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,79,2,2,2,5225,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Jardim Paulista,37,1,1,0,2447,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,53,2,1,2,3839,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,39,1,0,1,3728,11-15
Não aceita,Sem mobília,Metrô próx.,Studio,Consolação,40,1,1,0,2127,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,97,2,1,1,5900,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,95,2,0,0,4423,20+
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,145,3,0,1,4972,6-10
Aceita pet,Mobiliado,Metrô próx.,Studio,Bela Vista,54,1,1,1,4066,20+
Não aceita,Mobiliado,Metrô próx.,Studio,Jardim Paulista,40,1,0,1,3869,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,116,3,1,1,6125,0-5
Não aceita,Mobiliado,Não próx.,Apartamento,Brás,140,2,1,1,5039,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,118,3,0,1,5377,6-10
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,37,1,0,1,3939,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,200,3,0,0,4844,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,53,2,0,1,5633,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,142,3,3,3,12220,16-20
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,100,2,0,0,5783,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,115,3,1,1,6378,11-15
Não aceita,Sem mobília,Metrô próx.,Apartamento,Aclimação,113,2,0,1,4526,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,200,2,1,1,5286,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,140,4,1,1,5296,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,220,4,2,0,6592,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,226,3,1,2,9234,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,340,6,2,3,11260,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Perdizes,170,3,2,3,7541,0-5
Não aceita,Mobiliado,Não próx.,Apartamento,Pacaembu,192,3,3,3,13130,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bom Retiro,76,2,0,0,2435,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,143,3,1,1,4143,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Liberdade,70,2,0,1,3401,11-15
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,49,1,0,0,4416,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Canindé,48,2,0,1,2342,0-5
Não aceita,Sem mobília,Metrô próx.,Studio,Liberdade,78,1,0,0,1546,0-5
Aceita pet,Sem mobília,Não próx.,Casa,Cambuci,120,2,0,1,3219,-
Não aceita,Sem mobília,Metrô próx.,Studio,Mooca,26,1,0,0,2128,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Bom Retiro,18,1,0,0,1194,0-5
Não aceita,Sem mobília,Metrô próx.,Studio,Bom Retiro,35,1,1,0,1201,11-15
Aceita pet,Sem mobília,Metrô próx.,Studio,Bom Retiro,38,1,0,1,1809,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,42,1,0,1,2584,-
