Pet,Furniture,Subway,house_type,district,area,bedroom,suite,garage,total,floor_grouped
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,50,1,0,0,2427,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Consolação,55,1,0,0,2123,0-5
Aceita pet,Mobiliado,Metrô próx.,Studio,Santa Cecília,30,1,1,0,1476,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Liberdade,70,2,1,2,4553,16-20
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,61,2,0,1,3431,16-20
Não aceita,Sem mobília,Não próx.,Apartamento,Bom Retiro,52,2,0,0,2182,6-10
Aceita pet,Sem mobília,Não próx.,Casa,Perdizes,200,3,0,5,7916,-
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,57,2,1,1,3789,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,62,2,0,1,4119,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,60,2,0,1,2736,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Mooca,96,3,2,1,3624,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,90,2,1,2,4282,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,65,2,1,1,2331,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,60,2,0,1,2449,11-15
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,107,3,0,1,3812,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Vila Mariana,53,1,0,0,4205,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,64,3,0,1,2772,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,42,1,0,1,3570,11-15
Não aceita,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,82,1,1,1,4133,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,130,2,0,0,4707,-
Aceita pet,Mobiliado,Metrô próx.,Studio,Vila Mariana,33,1,0,1,3647,16-20
Aceita pet,Sem mobília,Não próx.,Apartamento,Ipiranga,124,3,1,2,4744,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,115,2,0,0,4979,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,140,3,1,2,5792,16-20
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,38,1,0,1,4216,6-10
Aceita pet,Sem mobília,Não próx.,Apartamento,Ipiranga,140,3,1,0,5846,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,125,3,1,1,4938,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,130,3,1,1,5652,11-15
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Pinheiros,25,1,1,0,3583,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,100,2,1,0,6197,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,70,2,0,1,4660,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,120,4,1,1,5933,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,154,3,1,1,6167,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Paraíso,70,2,1,1,5019,0-5
Aceita pet,Mobiliado,Não próx.,Apartamento,Perdizes,100,3,1,0,4972,6-10
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,145,4,2,2,6648,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,80,2,1,1,4908,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Paraíso,220,4,3,3,10600,6-10
Aceita pet,Sem mobília,Não próx.,Apartamento,Ipiranga,48,2,0,1,2167,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,70,2,0,0,2728,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,52,2,0,1,2715,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Barra Funda,50,1,0,1,3593,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Perdizes,70,1,0,0,3674,11-15
Aceita pet,Sem mobília,Não próx.,Apartamento,Perdizes,96,3,1,1,4211,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Pinheiros,25,1,0,0,2725,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,200,3,1,1,7970,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Vila Mariana,47,1,0,0,2266,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Barra Funda,60,2,1,2,3114,11-15
Não aceita,Mobiliado,Metrô próx.,Apartamento,Barra Funda,25,1,0,0,1687,0-5
Aceita pet,Sem mobília,Não próx.,Studio,Mooca,30,1,0,0,1911,0-5
Aceita pet,Sem mobília,Metrô próx.,Casa,Belém,210,3,0,4,3697,-
Aceita pet,Sem mobília,Não próx.,Casa,Belém,70,2,0,0,2504,-
Não aceita,Sem mobília,Metrô próx.,Studio,Mooca,16,1,0,0,784,0-5
Aceita pet,Sem mobília,Não próx.,Casa,Mooca,400,4,1,4,5683,-
Aceita pet,Sem mobília,Metrô próx.,Casa,Vila Mariana,200,3,1,8,7271,-
Aceita pet,Sem mobília,Não próx.,Apartamento,Bom Retiro,68,3,1,1,2946,0-5
Aceita pet,Sem mobília,Não próx.,Casa,Ipiranga,240,3,1,2,4433,-
Aceita pet,Mobiliado,Não próx.,Casa,Ipiranga,70,3,0,0,2970,-
Não aceita,Sem mobília,Não próx.,Studio,Belém,25,1,1,0,1113,0-5
Aceita pet,Mobiliado,Não próx.,Casa,Cambuci,220,3,3,5,6682,-
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Vila Mariana,120,2,1,0,2693,6-10
Aceita pet,Sem mobília,Não próx.,Apartamento,Belém,32,1,0,0,2033,11-15
Não aceita,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,86,2,0,0,2741,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,42,1,0,1,2753,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Belém,52,2,0,0,2494,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Barra Funda,50,2,1,1,2982,20+
Não aceita,Sem mobília,Não próx.,Studio,Cambuci,27,1,0,0,1962,0-5
Não aceita,Sem mobília,Metrô próx.,Studio,Barra Funda,33,1,0,1,2383,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,72,2,0,1,2635,0-5
Aceita pet,Sem mobília,Não próx.,Casa,Cambuci,357,4,2,4,8805,-
Aceita pet,Mobiliado,Metrô próx.,Studio,Jardim Paulista,30,1,0,1,2702,11-15
Não aceita,Mobiliado,Não próx.,Apartamento,Paraíso,30,1,1,1,2618,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Belém,56,2,1,0,2073,11-15
Aceita pet,Sem mobília,Não próx.,Apartamento,Mooca,88,3,1,2,3979,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Barra Funda,40,1,0,0,2537,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Brás,45,2,0,0,1745,6-10
Aceita pet,Sem mobília,Metrô próx.,Casa,Vila Mariana,130,3,0,1,5797,-
Não aceita,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,50,1,1,1,4695,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Barra Funda,82,2,0,0,3102,6-10
Aceita pet,Sem mobília,Não próx.,Casa,Pacaembu,500,5,1,2,13720,-
Aceita pet,Sem mobília,Não próx.,Casa,Paraíso,141,4,0,0,9316,-
Não aceita,Sem mobília,Metrô próx.,Studio,Consolação,38,1,1,0,2331,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,96,2,0,0,3251,6-10
Não aceita,Sem mobília,Metrô próx.,Casa,Barra Funda,180,5,2,2,7320,-
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,60,2,0,1,2736,0-5
Não aceita,Mobiliado,Não próx.,Apartamento,Jardim Paulista,30,1,1,1,2980,11-15
Aceita pet,Sem mobília,Não próx.,Apartamento,Perdizes,65,2,1,2,3431,11-15
Não aceita,Sem mobília,Metrô próx.,Studio,Perdizes,35,1,0,0,1558,0-5
Não aceita,Sem mobília,Não próx.,Apartamento,Itaim Bibi,64,2,0,1,3759,6-10
Aceita pet,Sem mobília,Metrô próx.,Casa,Pacaembu,500,4,1,8,17080,-
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,41,3,1,1,6583,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,85,2,0,1,5672,11-15
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,110,3,1,2,5790,6-10
Aceita pet,Mobiliado,Metrô próx.,Casa,Vila Mariana,400,3,0,8,14790,-
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,100,2,0,0,5089,11-15
Aceita pet,Sem mobília,Não próx.,Apartamento,Perdizes,105,3,1,1,4464,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,80,2,0,1,7054,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Vila Mariana,180,4,2,4,7597,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Paraíso,160,3,2,2,4505,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,128,3,3,3,9324,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Perdizes,130,3,1,1,5772,11-15
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,154,3,3,3,8673,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,90,2,0,0,6438,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,100,2,0,1,5046,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,130,3,1,2,9890,0-5
Não aceita,Mobiliado,Não próx.,Apartamento,Jardim Paulista,112,2,2,3,12000,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,157,3,3,3,10000,6-10
Aceita pet,Sem mobília,Não próx.,Apartamento,Paraíso,113,2,2,2,13630,6-10
Não aceita,Sem mobília,Não próx.,Apartamento,Jardim Paulista,250,3,3,2,22390,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Perdizes,225,3,3,3,9613,0-5
Aceita pet,Mobiliado,Não próx.,Apartamento,Jardim Paulista,278,4,2,2,14430,16-20
Aceita pet,Sem mobília,Não próx.,Apartamento,Perdizes,114,3,3,3,7306,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,120,1,1,2,9147,0-5
Aceita pet,Mobiliado,Não próx.,Apartamento,Jardim Paulista,233,4,4,4,14470,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,200,2,2,2,16300,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,52,1,0,1,6479,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Barra Funda,270,4,2,6,7968,11-15
Aceita pet,Mobiliado,Metrô próx.,Studio,Jardim Paulista,35,1,1,2,4299,16-20
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,193,3,1,1,8682,6-10
Aceita pet,Mobiliado,Não próx.,Apartamento,Perdizes,230,3,3,4,17850,6-10
Aceita pet,Mobiliado,Não próx.,Apartamento,Jardim Paulista,190,3,3,4,17050,16-20
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Paraíso,220,4,3,3,10600,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Perdizes,156,2,2,2,13340,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Perdizes,275,4,2,3,10570,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,205,4,1,2,12840,0-5
Não aceita,Sem mobília,Não próx.,Apartamento,Jardim Paulista,195,4,2,3,12540,6-10
Aceita pet,Mobiliado,Não próx.,Apartamento,Perdizes,180,3,1,2,7017,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,192,3,1,2,8033,0-5
Aceita pet,Mobiliado,Não próx.,Apartamento,Perdizes,210,3,1,1,11450,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,198,3,1,1,14110,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,250,4,2,3,18290,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,179,3,1,2,12970,0-5
Aceita pet,Mobiliado,Não próx.,Apartamento,Ipiranga,49,2,0,1,2667,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Perdizes,70,1,0,0,3674,11-15
Não aceita,Sem mobília,Metrô próx.,Studio,Mooca,40,1,0,0,1136,0-5
Aceita pet,Sem mobília,Metrô próx.,Studio,Mooca,40,1,0,0,1136,0-5
Aceita pet,Sem mobília,Não próx.,Casa,Mooca,160,3,1,0,2644,-
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,30,1,0,0,995,-
Aceita pet,Mobiliado,Não próx.,Casa,Pari,44,1,0,0,1989,-
Não aceita,Sem mobília,Não próx.,Studio,Canindé,18,1,0,0,887,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,51,2,0,1,2713,0-5
Aceita pet,Sem mobília,Não próx.,Casa,Cambuci,300,3,3,0,4989,-
Não aceita,Sem mobília,Não próx.,Apartamento,Itaim Bibi,44,1,1,1,2685,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,54,1,0,1,2243,0-5
Aceita pet,Sem mobília,Não próx.,Casa,Pacaembu,130,2,1,1,6030,-
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Belém,46,1,0,0,1553,0-5
Não aceita,Mobiliado,Metrô próx.,Studio,Jardim Paulista,30,1,0,1,2447,11-15
Aceita pet,Mobiliado,Metrô próx.,Studio,Santana,23,1,0,0,2076,0-5
Aceita pet,Mobiliado,Não próx.,Apartamento,Jardim Paulista,38,1,0,1,3165,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,100,2,0,1,3152,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,51,1,0,1,2819,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,70,3,0,1,3759,6-10
Aceita pet,Sem mobília,Não próx.,Casa,Paraíso,220,3,0,5,8820,-
Aceita pet,Sem mobília,Não próx.,Apartamento,Ipiranga,68,2,1,1,2976,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Barra Funda,82,2,0,0,3102,6-10
Aceita pet,Mobiliado,Não próx.,Apartamento,Paraíso,50,1,0,1,3381,6-10
Aceita pet,Sem mobília,Não próx.,Casa,Pacaembu,500,5,1,2,13720,-
Aceita pet,Sem mobília,Metrô próx.,Casa,Pacaembu,400,8,7,4,16530,-
Não aceita,Sem mobília,Metrô próx.,Casa,Perdizes,350,7,0,2,9371,-
Aceita pet,Sem mobília,Não próx.,Apartamento,Perdizes,65,2,1,2,3431,11-15
Aceita pet,Mobiliado,Não próx.,Apartamento,Paraíso,40,1,0,1,3871,0-5
Não aceita,Mobiliado,Não próx.,Apartamento,Jardim Paulista,40,1,0,1,3953,0-5
Não aceita,Sem mobília,Metrô próx.,Studio,Perdizes,35,1,0,0,1558,0-5
Aceita pet,Sem mobília,Não próx.,Casa,Perdizes,550,5,5,4,16370,-
Não aceita,Mobiliado,Não próx.,Apartamento,Jardim Paulista,31,1,0,1,2897,-
Aceita pet,Sem mobília,Não próx.,Apartamento,Perdizes,60,2,0,1,2726,0-5
Aceita pet,Mobiliado,Metrô próx.,Studio,Vila Mariana,42,1,1,0,3892,0-5
Aceita pet,Sem mobília,Não próx.,Casa,Pacaembu,400,4,2,4,17100,-
Aceita pet,Sem mobília,Não próx.,Casa,Mooca,500,4,2,2,9796,-
Aceita pet,Mobiliado,Não próx.,Apartamento,Jardim Paulista,35,1,0,1,4093,20+
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,75,2,1,1,5554,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Vila Mariana,38,1,0,1,4335,16-20
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,78,3,1,3,4836,6-10
Não aceita,Sem mobília,Não próx.,Apartamento,Itaim Bibi,64,2,0,1,3759,6-10
Aceita pet,Mobiliado,Não próx.,Apartamento,Vila Mariana,35,1,1,1,3890,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,41,3,1,1,6583,0-5
Não aceita,Mobiliado,Não próx.,Studio,Paraíso,33,1,1,1,2815,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Perdizes,90,4,0,1,3179,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,155,3,0,1,6119,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Vila Mariana,180,4,2,4,7597,0-5
Aceita pet,Mobiliado,Não próx.,Apartamento,Paraíso,28,1,0,1,4745,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,128,3,3,3,9324,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,154,3,3,3,8673,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,100,2,0,1,5046,6-10
Não aceita,Mobiliado,Metrô próx.,Studio,Jardim Paulista,37,1,0,1,4091,11-15
Aceita pet,Mobiliado,Não próx.,Apartamento,Paraíso,120,2,2,2,10470,6-10
Aceita pet,Sem mobília,Não próx.,Apartamento,Perdizes,190,3,0,2,7784,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,45,1,1,1,4697,11-15
Aceita pet,Mobiliado,Não próx.,Apartamento,Mooca,250,4,1,2,5278,6-10
Não aceita,Mobiliado,Metrô próx.,Studio,Jardim Paulista,58,1,1,1,6302,11-15
Aceita pet,Mobiliado,Não próx.,Apartamento,Jardim Paulista,140,3,1,2,13410,6-10
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,56,1,1,1,5151,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,155,3,1,1,12050,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,209,4,1,2,8734,6-10
Não aceita,Sem mobília,Não próx.,Studio,Jardim Paulista,40,1,1,1,3938,0-5
Não aceita,Sem mobília,Não próx.,Studio,Jardim Paulista,39,1,1,1,4084,11-15
Não aceita,Sem mobília,Não próx.,Apartamento,Jardim Paulista,105,2,1,2,17430,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Perdizes,225,3,3,3,9613,0-5
Aceita pet,Mobiliado,Não próx.,Apartamento,Jardim Paulista,278,4,2,2,14430,16-20
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,220,4,2,4,8528,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,120,1,1,2,9147,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,230,4,4,4,16820,6-10
Aceita pet,Mobiliado,Não próx.,Apartamento,Jardim Paulista,300,2,1,2,14130,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,280,5,4,2,18220,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,162,3,1,1,10160,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Perdizes,275,4,2,3,10570,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,220,3,1,2,9007,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,250,4,2,2,16380,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Perdizes,298,4,2,3,13660,6-10
Aceita pet,Sem mobília,Não próx.,Apartamento,Perdizes,225,4,1,2,11920,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,230,4,1,2,11820,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,204,3,1,2,14280,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Perdizes,230,3,1,3,8656,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Perdizes,278,4,2,3,13760,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,207,3,1,2,13090,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Pinheiros,90,2,0,0,4448,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,72,2,1,0,4184,6-10
Aceita pet,Sem mobília,Não próx.,Apartamento,Bom Retiro,68,3,1,1,2946,0-5
Não aceita,Mobiliado,Não próx.,Apartamento,Jardim Paulista,45,2,1,1,4070,0-5
Aceita pet,Mobiliado,Não próx.,Apartamento,Perdizes,232,3,1,3,8918,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,200,2,1,2,15390,6-10
Aceita pet,Mobiliado,Não próx.,Apartamento,Paraíso,58,1,1,1,4726,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,52,1,0,1,6479,6-10
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,50,2,1,1,4211,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Paraíso,160,3,2,2,4505,11-15
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,130,3,1,2,9890,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Perdizes,220,3,3,3,12260,11-15
Aceita pet,Sem mobília,Metrô próx.,Casa,Vila Mariana,200,3,1,8,7271,-
Aceita pet,Sem mobília,Metrô próx.,Casa,Vila Mariana,60,3,0,0,3750,-
Aceita pet,Sem mobília,Não próx.,Apartamento,Belém,32,1,0,0,2033,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Belém,52,2,0,0,2494,11-15
Aceita pet,Sem mobília,Não próx.,Apartamento,Belém,42,1,0,0,1403,0-5
Aceita pet,Mobiliado,Não próx.,Apartamento,Cambuci,106,2,0,1,2667,0-5
Aceita pet,Mobiliado,Metrô próx.,Casa,Vila Mariana,250,3,1,3,5951,-
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Belém,56,2,1,0,2073,11-15
Aceita pet,Sem mobília,Não próx.,Apartamento,Mooca,88,3,1,2,3979,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Barra Funda,40,1,0,0,2537,6-10
Aceita pet,Sem mobília,Metrô próx.,Casa,Vila Mariana,130,3,0,1,5797,-
Aceita pet,Sem mobília,Não próx.,Apartamento,Ipiranga,68,2,1,1,2976,6-10
Não aceita,Sem mobília,Não próx.,Apartamento,Vila Mariana,101,3,0,0,3350,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,50,1,1,1,4695,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,96,2,0,0,3251,6-10
Aceita pet,Sem mobília,Metrô próx.,Casa,Jardim Paulista,120,2,0,0,7344,-
Não aceita,Mobiliado,Não próx.,Apartamento,Jardim Paulista,31,1,0,1,2897,-
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,61,2,0,2,4498,6-10
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,75,2,0,1,4446,0-5
Aceita pet,Sem mobília,Não próx.,Casa,Pacaembu,400,4,2,4,17100,-
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,39,1,0,1,3988,0-5
Aceita pet,Mobiliado,Não próx.,Apartamento,Jardim Paulista,35,1,0,1,4205,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,27,1,0,1,3047,0-5
Aceita pet,Sem mobília,Não próx.,Casa,Vila Mariana,270,2,0,5,12030,-
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Vila Mariana,38,1,0,1,4335,16-20
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,40,1,1,1,4781,11-15
Aceita pet,Mobiliado,Não próx.,Apartamento,Vila Mariana,35,1,1,1,3890,6-10
Aceita pet,Sem mobília,Não próx.,Casa,Perdizes,200,1,0,1,8833,-
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Perdizes,90,4,0,1,3179,0-5
Não aceita,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,120,2,1,3,6828,6-10
Aceita pet,Mobiliado,Não próx.,Apartamento,Paraíso,58,1,1,1,4726,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Vila Mariana,142,2,2,2,8922,6-10
Não aceita,Mobiliado,Não próx.,Studio,Paraíso,28,1,0,0,3206,6-10
Não aceita,Mobiliado,Metrô próx.,Apartamento,Vila Mariana,114,3,0,1,8625,6-10
Aceita pet,Sem mobília,Não próx.,Apartamento,Perdizes,130,3,1,1,5772,11-15
Não aceita,Sem mobília,Não próx.,Apartamento,Perdizes,140,3,0,1,5768,6-10
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,135,3,1,0,6275,0-5
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,110,3,1,1,7948,0-5
Não aceita,Mobiliado,Não próx.,Apartamento,Jardim Paulista,112,2,2,3,12000,6-10
Não aceita,Sem mobília,Não próx.,Studio,Jardim Paulista,40,1,1,1,3938,0-5
Não aceita,Sem mobília,Não próx.,Studio,Jardim Paulista,39,1,1,1,4084,11-15
Não aceita,Sem mobília,Não próx.,Apartamento,Jardim Paulista,105,2,1,2,17430,11-15
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,200,3,1,2,8350,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,200,2,2,3,16240,16-20
Aceita pet,Sem mobília,Não próx.,Apartamento,Pacaembu,212,3,3,4,14780,0-5
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Perdizes,220,3,3,3,12260,11-15
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,182,4,2,2,12000,11-15
Não aceita,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,90,2,2,2,9667,0-5
Não aceita,Sem mobília,Não próx.,Apartamento,Vila Pompéia,130,4,3,2,7532,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Perdizes,220,3,3,4,11590,6-10
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,400,4,4,4,17550,6-10
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Perdizes,210,3,3,3,11700,11-15
Não aceita,Mobiliado,Não próx.,Apartamento,Paraíso,280,3,3,4,17240,11-15
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,280,5,4,2,18220,0-5
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,260,3,0,2,12250,6-10
Não aceita,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,250,4,2,2,16380,11-15
Não aceita,Sem mobília,Não próx.,Apartamento,Perdizes,330,3,3,3,12530,6-10
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,205,4,1,2,12840,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,230,4,1,2,11820,0-5
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Perdizes,278,4,2,3,13760,6-10
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,198,3,1,1,14110,0-5
