Pet,Furniture,Subway,house_type,district,area,bedroom,suite,garage,floor,rent,condominium,is_condominium_included,taxes,is_taxes_included,fire_insurance,service,total
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,50,1,0,0,1,1500,225,0,0,0,20,30,1775
Aceita pet,Sem mobília,Metrô próx.,Studio,Liberdade,23,1,0,1,25,1450,450,0,0,0,19,29,1948
Não aceita,Mobiliado,Metrô próx.,Studio,Liberdade,28,1,0,0,10,1700,360,0,0,0,22,34,2116
Aceita pet,Sem mobília,Metrô próx.,Studio,Centro,30,1,0,0,7,1000,448,0,0,0,13,20,1481
Não aceita,Sem mobília,Metrô próx.,Apartamento,Liberdade,34,1,0,0,10,1300,347,0,20,0,17,26,1710
Não aceita,Mobiliado,Metrô próx.,Studio,Bela Vista,28,1,0,0,4,1900,260,0,30,0,25,38,2253
Não aceita,Mobiliado,Metrô próx.,Apartamento,Centro,40,1,0,0,17,1060,500,0,0,0,14,21,1595
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,40,1,1,1,1,1760,517,0,15,0,23,,2315
Aceita pet,Sem mobília,Metrô próx.,Studio,Centro,30,1,0,0,1,920,395,0,0,0,12,18,1345
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Liberdade,57,1,0,0,2,1600,314,0,0,0,21,32,1967
Não aceita,Sem mobília,Não próx.,Apartamento,Liberdade,45,1,0,1,1,1070,590,0,9,0,14,21,1704
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Brás,32,1,0,1,12,1850,245,0,65,0,24,37,2221
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,45,1,0,0,6,2130,581,0,78,0,27,43,2859
Aceita pet,Sem mobília,Metrô próx.,Studio,Bela Vista,30,1,0,0,4,1200,150,0,0,0,16,24,1390
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Centro,31,1,0,1,11,2000,520,0,83,0,26,40,2669
Não aceita,Sem mobília,Metrô próx.,Apartamento,Centro,40,1,0,0,17,1060,676,0,0,0,14,21,1771
Não aceita,Mobiliado,Metrô próx.,Studio,Consolação,44,1,0,1,9,2800,650,0,138,0,36,,3624
Aceita pet,Mobiliado,Metrô próx.,Studio,Santa Cecília,32,1,0,0,9,1900,320,0,32,0,25,,2277
Aceita pet,Sem mobília,Metrô próx.,Studio,Centro,26,1,0,0,15,1380,300,0,0,0,18,28,1726
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,47,1,0,0,4,1649,309,0,0,0,21,33,2012
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,41,1,0,0,3,2100,474,0,0,0,27,,2601
Aceita pet,Sem mobília,Metrô próx.,Studio,Liberdade,29,1,0,0,8,1900,290,0,45,0,25,38,2298
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,50,1,0,0,1,1500,225,0,0,0,20,30,1775
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,47,1,0,0,7,920,426,0,30,0,12,18,1406
Não aceita,Sem mobília,Metrô próx.,Apartamento,Liberdade,34,1,0,0,4,1078,350,0,0,0,14,22,1464
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,40,1,0,0,2,1050,400,0,50,0,14,21,1535
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Brás,30,1,0,0,8,1700,330,0,0,0,22,34,2086
Não aceita,Sem mobília,Metrô próx.,Studio,Liberdade,29,1,0,0,6,1800,255,0,10,0,23,36,2124
Não aceita,Mobiliado,Metrô próx.,Studio,Liberdade,28,1,0,0,11,2100,350,0,15,0,27,42,2534
Não aceita,Mobiliado,Metrô próx.,Studio,Liberdade,28,1,0,0,10,1700,360,0,0,0,22,34,2116
Não aceita,Mobiliado,Metrô próx.,Apartamento,Centro,40,1,0,0,17,1060,500,0,0,0,14,21,1595
Aceita pet,Sem mobília,Metrô próx.,Studio,Brás,32,1,0,0,23,1700,320,0,0,0,22,34,2076
Não aceita,Sem mobília,Metrô próx.,Studio,Bela Vista,34,1,0,0,2,1100,310,0,0,0,14,22,1446
Não aceita,Sem mobília,Metrô próx.,Studio,Liberdade,25,1,0,0,,1310,300,0,0,0,17,26,1653
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,42,1,0,0,14,1400,495,0,0,0,18,,1913
Aceita pet,Sem mobília,Metrô próx.,Studio,Liberdade,25,1,0,0,8,1578,315,0,15,0,20,32,1960
Aceita pet,Mobiliado,Metrô próx.,Studio,Liberdade,39,1,0,0,1,2200,368,0,10,0,28,44,2650
Aceita pet,Mobiliado,Metrô próx.,Studio,Liberdade,28,1,0,0,11,1912,638,0,0,0,25,38,2613
Não aceita,Sem mobília,Metrô próx.,Studio,Liberdade,25,1,0,0,5,1900,330,0,25,0,25,38,2318
Não aceita,Mobiliado,Metrô próx.,Studio,Santa Cecília,42,1,0,0,8,2750,380,0,0,0,35,,3165
Não aceita,Sem mobília,Metrô próx.,Studio,Liberdade,33,1,0,0,4,1350,300,0,25,0,18,27,1720
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Brás,52,2,0,0,16,2500,400,0,125,0,32,50,3107
Aceita pet,Sem mobília,Metrô próx.,Studio,Liberdade,23,1,0,1,25,1450,450,0,0,0,19,29,1948
Não aceita,Sem mobília,Metrô próx.,Studio,Centro,21,1,0,0,7,850,301,0,0,0,11,17,1179
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Cambuci,85,3,0,1,4,2673,336,0,50,0,34,53,3146
Aceita pet,Sem mobília,Metrô próx.,Studio,Liberdade,30,1,0,0,5,900,400,0,30,0,12,18,1360
Aceita pet,Sem mobília,Metrô próx.,Studio,Consolação,31,1,0,0,2,1590,340,0,0,0,21,,1951
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,70,2,1,0,1,2000,480,0,0,0,26,40,2546
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,25,1,1,0,3,1530,350,0,0,0,20,,1900
Aceita pet,Sem mobília,Metrô próx.,Studio,Liberdade,36,1,0,0,6,1550,450,0,0,0,20,31,2051
Aceita pet,Mobiliado,Metrô próx.,Studio,Bela Vista,40,1,0,0,8,2500,400,0,42,0,32,50,3024
Aceita pet,Sem mobília,Metrô próx.,Studio,Centro,30,1,0,0,1,920,395,0,0,0,12,18,1345
Não aceita,Sem mobília,Metrô próx.,Studio,Liberdade,38,1,0,0,7,2000,500,0,0,0,26,40,2566
Não aceita,Sem mobília,Metrô próx.,Studio,Bela Vista,16,1,1,0,2,1380,,1,0,0,18,28,1426
Aceita pet,Sem mobília,Metrô próx.,Studio,Liberdade,33,1,0,0,4,1300,400,0,50,0,17,26,1793
Não aceita,Sem mobília,Metrô próx.,Studio,Bela Vista,16,1,1,0,1,1300,,1,0,0,17,26,1343
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,48,1,1,0,13,2900,640,0,182,0,37,,3759
Aceita pet,Mobiliado,Metrô próx.,Studio,Liberdade,25,1,0,0,3,2020,317,0,0,0,26,40,2403
Aceita pet,Mobiliado,Metrô próx.,Studio,Bela Vista,26,1,0,0,27,2100,290,0,25,0,27,42,2484
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Centro,45,1,0,0,16,3380,500,0,119,0,43,68,4110
Aceita pet,Mobiliado,Metrô próx.,Studio,Liberdade,20,1,0,0,1,1600,310,0,0,0,21,32,1963
Aceita pet,Sem mobília,Metrô próx.,Studio,Liberdade,21,1,0,0,14,1700,275,0,0,0,22,34,2031
Não aceita,Mobiliado,Metrô próx.,Studio,Consolação,18,1,1,0,7,2700,450,0,49,0,35,,3234
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,72,3,0,0,5,2660,1160,0,96,0,34,53,4003
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,404,3,0,0,17,4000,2700,0,34,0,51,,6785
Não aceita,Sem mobília,Metrô próx.,Apartamento,Liberdade,55,2,0,0,6,1200,540,0,0,0,16,24,1780
Aceita pet,Sem mobília,Metrô próx.,Studio,Centro,46,1,1,0,9,1100,476,0,54,0,14,22,1666
Aceita pet,Sem mobília,Metrô próx.,Studio,Centro,38,1,0,0,13,1350,350,0,45,0,18,27,1790
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,53,2,0,0,8,1800,581,0,21,0,23,36,2461
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Liberdade,51,1,0,0,1,1462,220,0,0,0,19,29,1730
Aceita pet,Sem mobília,Metrô próx.,Studio,Centro,30,1,0,0,7,1000,448,0,0,0,13,20,1481
Não aceita,Sem mobília,Metrô próx.,Studio,Liberdade,37,1,0,0,6,984,340,0,0,0,4,20,1348
Aceita pet,Sem mobília,Metrô próx.,Studio,Liberdade,30,1,0,0,2,1300,,1,0,0,17,26,1368
Não aceita,Sem mobília,Metrô próx.,Apartamento,Centro,40,1,0,0,1,1450,245,0,0,0,19,29,1743
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Centro,45,1,0,0,12,2080,460,0,0,0,27,42,2609
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,42,1,0,0,5,1822,330,0,107,0,21,36,2316
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,36,1,1,0,5,1533,300,0,67,0,20,31,1951
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,41,1,0,0,20,1449,410,0,0,0,5,,1864
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,40,1,0,2,13,1500,700,0,18,0,21,30,2269
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,40,1,0,1,12,2380,600,0,0,0,31,,3011
Aceita pet,Sem mobília,Metrô próx.,Studio,Liberdade,28,1,0,0,6,1700,300,0,0,0,22,34,2056
Aceita pet,Sem mobília,Metrô próx.,Studio,Liberdade,32,1,1,0,5,1100,350,0,,1,4,22,1476
Aceita pet,Mobiliado,Metrô próx.,Studio,Centro,20,1,1,0,6,1750,348,0,91,0,16,35,2240
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,48,2,0,1,14,1730,450,0,25,0,22,35,2262
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,78,1,0,0,3,1600,0,0,100,0,21,32,1753
Não aceita,Sem mobília,Metrô próx.,Apartamento,Liberdade,78,1,0,0,2,1700,0,0,100,0,22,34,1856
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,45,1,1,1,3,2130,600,0,67,0,27,43,2867
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Centro,30,1,1,1,17,1999,350,0,0,0,26,40,2415
Aceita pet,Sem mobília,Metrô próx.,Studio,Liberdade,16,1,1,0,2,1200,0,0,0,0,16,24,1240
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,26,1,0,1,,2000,490,0,0,0,26,,2516
Não aceita,Sem mobília,Metrô próx.,Apartamento,Centro,45,1,1,0,6,2000,490,0,0,0,26,40,2556
Não aceita,Sem mobília,Metrô próx.,Apartamento,Centro,45,1,1,0,11,2000,490,0,0,0,26,40,2556
Não aceita,Sem mobília,Metrô próx.,Apartamento,Centro,40,1,1,0,6,2000,490,0,0,0,26,40,2556
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,40,1,0,1,13,1850,750,0,91,0,24,37,2752
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,46,1,0,0,9,1093,483,0,30,0,14,22,1642
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,40,1,0,0,4,1060,320,0,0,0,14,21,1415
Não aceita,Mobiliado,Metrô próx.,Apartamento,Centro,37,1,0,0,28,1350,582,0,0,0,18,27,1977
Não aceita,Sem mobília,Metrô próx.,Apartamento,Centro,40,1,1,0,6,1800,390,0,0,0,23,36,2249
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,30,1,0,0,3,1150,460,0,13,0,15,,1638
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,42,1,0,0,1,1400,430,0,27,0,18,,1875
Aceita pet,Sem mobília,Metrô próx.,Studio,Liberdade,28,1,0,0,11,1600,320,0,70,0,21,32,2043
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,40,1,0,0,5,1050,400,0,50,0,14,21,1535
Aceita pet,Sem mobília,Metrô próx.,Studio,Aclimação,44,1,0,0,3,1300,280,0,0,0,17,26,1623
Não aceita,Sem mobília,Metrô próx.,Apartamento,Consolação,30,1,0,0,2,1550,345,0,36,0,20,,1951
Aceita pet,Sem mobília,Metrô próx.,Studio,Consolação,30,1,0,0,3,1900,300,0,0,0,25,,2225
Aceita pet,Sem mobília,Metrô próx.,Studio,Liberdade,25,1,0,0,6,1578,315,0,15,0,20,32,1960
Aceita pet,Mobiliado,Metrô próx.,Studio,Centro,20,1,0,0,4,1600,410,0,110,0,21,32,2173
Não aceita,Sem mobília,Metrô próx.,Studio,Bela Vista,33,1,0,0,7,1300,290,0,0,0,17,26,1633
Não aceita,Sem mobília,Metrô próx.,Apartamento,Brás,52,1,0,1,14,1490,747,0,58,0,19,30,2344
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,48,1,0,0,6,2590,600,0,0,0,33,,3223
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,25,1,0,0,7,1700,350,0,34,0,22,34,2140
Aceita pet,Sem mobília,Metrô próx.,Studio,Centro,20,1,0,0,4,1600,410,0,110,0,21,32,2173
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Centro,25,1,0,0,3,900,442,0,0,0,12,18,1372
Não aceita,Sem mobília,Metrô próx.,Studio,Centro,20,1,0,0,7,1380,401,0,240,0,18,28,2067
Aceita pet,Mobiliado,Metrô próx.,Studio,Centro,35,1,0,0,4,1700,650,0,150,0,22,34,2556
Não aceita,Sem mobília,Metrô próx.,Studio,Centro,21,1,0,0,7,850,301,0,0,0,11,17,1179
Aceita pet,Sem mobília,Metrô próx.,Studio,Consolação,30,1,0,0,13,1400,350,0,38,0,18,,1806
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,28,1,0,0,7,2070,550,0,89,0,27,,2736
Não aceita,Sem mobília,Metrô próx.,Apartamento,Consolação,35,1,0,0,,1400,552,0,22,0,18,,1992
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,46,1,1,1,14,2900,620,0,167,0,37,,3724
Aceita pet,Sem mobília,Metrô próx.,Studio,Centro,24,1,0,0,9,1150,283,0,0,0,15,23,1471
Não aceita,Sem mobília,Metrô próx.,Studio,Consolação,35,1,0,0,2,2030,460,0,0,0,26,,2516
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,36,1,1,0,12,1200,603,0,0,0,16,24,1843
Aceita pet,Mobiliado,Metrô próx.,Studio,Bela Vista,29,1,1,0,13,2200,500,0,0,0,28,44,2772
Aceita pet,Mobiliado,Metrô próx.,Studio,Centro,38,1,0,0,4,1800,700,0,200,0,23,36,2759
Aceita pet,Mobiliado,Metrô próx.,Studio,Centro,38,1,0,0,5,1800,700,0,200,0,23,36,2759
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,63,3,0,1,9,2200,440,0,37,0,28,44,2749
Não aceita,Sem mobília,Metrô próx.,Apartamento,Centro,120,2,0,0,2,2290,650,0,113,0,30,46,3129
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,64,2,1,1,2,3225,860,0,100,0,41,,4226
Aceita pet,Sem mobília,Metrô próx.,Studio,Liberdade,14,1,0,0,1,1180,0,0,0,0,15,24,1219
Não aceita,Mobiliado,Metrô próx.,Studio,Centro,20,1,0,0,3,1100,385,0,30,0,14,22,1551
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,35,1,0,0,16,2750,570,0,25,0,35,55,3435
Não aceita,Mobiliado,Metrô próx.,Apartamento,Centro,35,1,0,1,12,1280,1253,0,275,0,17,26,2851
Aceita pet,Sem mobília,Metrô próx.,Studio,Liberdade,21,1,0,0,14,1700,280,0,28,0,22,34,2064
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,27,1,1,0,6,2700,291,0,26,0,35,54,3106
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,28,1,0,0,1,2500,450,0,0,0,32,,2982
Aceita pet,Sem mobília,Metrô próx.,Studio,Liberdade,22,1,1,0,25,2100,385,0,40,0,27,42,2594
Aceita pet,Sem mobília,Metrô próx.,Studio,Liberdade,23,1,1,0,25,2100,393,0,59,0,27,42,2621
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,22,1,0,0,25,2200,472,0,55,0,28,44,2799
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,23,1,0,0,25,2150,399,0,0,0,28,43,2620
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,106,2,2,0,14,4450,1300,0,250,0,57,,6057
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,64,2,0,0,10,10500,350,0,0,0,134,210,11190
Aceita pet,Sem mobília,Não próx.,Casa,Cambuci,120,2,0,1,,2600,,1,0,0,43,52,2695
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,56,1,1,0,15,2400,797,0,0,0,31,,3228
Aceita pet,Sem mobília,Metrô próx.,Studio,Bela Vista,35,1,0,0,2,1100,174,0,14,0,17,22,1327
Não aceita,Sem mobília,Metrô próx.,Studio,Liberdade,31,1,0,0,12,900,300,0,0,0,13,18,1231
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,50,1,0,1,13,1600,550,0,0,0,21,32,2203
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,44,1,0,0,8,1500,450,0,34,0,20,30,2034
Aceita pet,Sem mobília,Metrô próx.,Studio,Consolação,42,1,0,0,9,1262,589,0,17,0,13,,1881
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,46,1,0,0,19,1727,429,0,25,0,12,35,2228
Aceita pet,Sem mobília,Não próx.,Apartamento,Aclimação,50,2,0,0,23,1300,500,0,0,0,17,26,1843
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Centro,37,1,0,1,20,2800,479,0,127,0,36,56,3498
Aceita pet,Sem mobília,Metrô próx.,Studio,Santa Cecília,30,1,0,0,7,1250,218,0,0,0,16,,1484
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,61,2,0,1,3,4000,673,0,167,0,51,80,4971
Aceita pet,Mobiliado,Metrô próx.,Studio,Centro,20,1,0,0,1,1200,324,0,93,0,16,24,1657
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,26,1,1,0,2,1750,400,0,0,0,23,,2173
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,100,3,1,1,5,2600,900,0,84,0,33,52,3669
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,42,1,1,1,21,2300,483,0,0,0,30,46,2859
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,42,1,0,1,9,1900,500,0,128,0,25,,2553
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Aclimação,38,1,0,1,14,1900,400,0,16,0,25,38,2379
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,30,1,1,1,10,1490,530,0,0,0,19,,2039
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,46,1,0,1,9,2200,540,0,100,0,28,,2868
Aceita pet,Sem mobília,Metrô próx.,Studio,Consolação,35,1,1,1,2,2560,514,0,120,0,33,,3227
Aceita pet,Sem mobília,Metrô próx.,Studio,Liberdade,84,1,0,0,1,1200,450,0,0,0,16,24,1690
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,72,1,0,0,4,1300,433,0,0,0,17,26,1776
Não aceita,Mobiliado,Metrô próx.,Studio,Bela Vista,27,1,0,0,6,2070,230,0,40,0,27,41,2408
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,40,1,1,0,18,2000,650,0,156,0,26,40,2872
Não aceita,Sem mobília,Metrô próx.,Studio,Bela Vista,45,1,0,1,13,2567,545,0,106,0,33,51,3302
Não aceita,Mobiliado,Metrô próx.,Apartamento,Brás,35,1,0,0,4,1995,320,0,0,0,26,40,2381
Não aceita,Sem mobília,Metrô próx.,Apartamento,Consolação,48,1,1,1,5,2400,580,0,181,0,31,,3192
Não aceita,Mobiliado,Metrô próx.,Studio,Centro,27,1,1,0,7,1600,280,0,71,0,21,32,2004
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,35,1,0,0,,1600,400,0,0,0,21,,2021
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,48,1,0,0,3,1750,352,0,0,0,23,35,2160
Aceita pet,Sem mobília,Metrô próx.,Studio,Liberdade,25,1,0,0,2,1600,249,0,34,0,21,32,1936
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,33,1,1,0,17,1050,470,0,0,0,14,,1534
Aceita pet,Sem mobília,Metrô próx.,Studio,Liberdade,28,1,0,0,,1850,305,0,0,0,24,37,2216
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Centro,38,1,0,0,4,1400,314,0,21,0,18,28,1781
Aceita pet,Mobiliado,Metrô próx.,Studio,Santa Cecília,35,1,1,0,11,2000,350,0,73,0,26,,2449
Não aceita,Sem mobília,Metrô próx.,Studio,Bela Vista,25,1,0,1,3,1200,250,0,100,0,16,24,1590
Aceita pet,Sem mobília,Metrô próx.,Studio,Consolação,30,1,1,0,14,950,270,0,14,0,13,,1247
Aceita pet,Mobiliado,Metrô próx.,Studio,Liberdade,28,1,0,0,13,2000,380,0,100,0,26,40,2546
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,55,1,0,1,21,2400,517,0,20,0,31,48,3016
Aceita pet,Sem mobília,Metrô próx.,Studio,Bela Vista,32,1,0,0,8,1010,230,0,0,0,13,20,1273
Não aceita,Sem mobília,Metrô próx.,Apartamento,Liberdade,34,1,0,0,7,1500,300,0,0,0,20,30,1850
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,44,1,0,0,9,1446,528,0,0,0,19,29,2022
Aceita pet,Sem mobília,Metrô próx.,Studio,Liberdade,30,1,0,0,7,1900,292,0,46,0,25,38,2301
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bela Vista,57,1,0,0,5,2500,299,0,37,0,32,50,2918
Aceita pet,Mobiliado,Metrô próx.,Studio,Centro,20,1,0,0,1,1600,410,0,110,0,21,32,2173
Aceita pet,Mobiliado,Metrô próx.,Studio,Bela Vista,40,1,1,1,16,3200,620,0,100,0,41,64,4025
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,48,2,0,0,14,1900,590,0,105,0,25,38,2658
Aceita pet,Sem mobília,Metrô próx.,Studio,Centro,33,1,0,0,1,780,477,0,17,0,10,16,1300
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,45,1,0,0,2,1500,766,0,0,0,20,,2286
Aceita pet,Sem mobília,Não próx.,Apartamento,Aclimação,66,2,1,2,8,3080,560,0,0,0,40,62,3742
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bela Vista,55,1,1,0,6,2700,620,0,84,0,35,54,3493
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,57,2,1,1,8,3950,500,0,140,0,51,79,4720
Não aceita,Sem mobília,Metrô próx.,Studio,Centro,32,1,0,0,19,660,565,0,0,0,9,13,1247
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Consolação,55,2,0,0,6,2850,530,0,0,0,37,,3417
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,35,1,0,0,4,1400,700,0,0,0,18,,2118
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,65,2,1,1,16,3500,500,0,70,0,45,70,4185
Não aceita,Mobiliado,Metrô próx.,Apartamento,Mooca,61,2,0,0,7,1600,442,0,0,0,21,32,2095
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Centro,37,1,0,0,5,860,660,0,0,0,11,17,1548
Aceita pet,Sem mobília,Não próx.,Apartamento,Aclimação,66,2,1,2,8,3080,560,0,0,0,40,62,3742
Aceita pet,Sem mobília,Metrô próx.,Studio,Centro,25,1,0,0,4,1000,300,0,0,0,13,20,1333
Aceita pet,Mobiliado,Metrô próx.,Studio,Bela Vista,28,1,1,0,6,1950,500,0,0,0,25,39,2514
Aceita pet,Mobiliado,Metrô próx.,Studio,Centro,29,1,0,0,11,1150,420,0,0,0,15,23,1608
Não aceita,Sem mobília,Metrô próx.,Studio,Bela Vista,37,1,0,0,12,2900,346,0,69,0,37,58,3410
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,64,2,1,1,2,3225,860,0,100,0,41,,4226
Não aceita,Sem mobília,Metrô próx.,Apartamento,Bela Vista,120,4,1,1,13,4780,950,0,184,0,61,96,6071
Não aceita,Mobiliado,Metrô próx.,Studio,Consolação,32,1,1,0,8,2400,800,0,86,0,31,,3317
Não aceita,Mobiliado,Metrô próx.,Apartamento,Consolação,67,2,0,0,22,3880,639,0,0,0,50,,4569
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,125,2,0,0,14,3200,750,0,84,0,41,,4075
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,85,2,0,0,6,6000,470,0,42,0,77,120,6709
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,102,2,0,0,7,3197,835,0,0,0,41,64,4137
Não aceita,Mobiliado,Metrô próx.,Studio,Bela Vista,28,1,0,1,13,2800,615,0,42,0,36,56,3549
Não aceita,Sem mobília,Metrô próx.,Studio,Liberdade,25,1,0,0,9,2350,431,0,53,0,30,47,2911
Não aceita,Sem mobília,Metrô próx.,Studio,Liberdade,23,1,0,0,1,1900,384,0,47,0,25,38,2394
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,37,1,0,0,16,3590,560,0,118,0,46,,4314
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,50,2,0,1,23,3500,1150,0,209,0,45,70,4974
Aceita pet,Mobiliado,Metrô próx.,Studio,Centro,20,1,1,0,3,1800,350,0,0,0,23,36,2209
Não aceita,Sem mobília,Metrô próx.,Studio,Liberdade,23,1,0,0,6,2100,398,0,49,0,27,42,2616
Não aceita,Sem mobília,Metrô próx.,Studio,Liberdade,23,1,0,0,4,2000,398,0,49,0,26,40,2513
Não aceita,Sem mobília,Metrô próx.,Studio,Bela Vista,38,1,0,0,15,3300,387,0,73,0,42,66,3868
Não aceita,Sem mobília,Metrô próx.,Studio,Bela Vista,38,1,0,0,14,3200,413,0,75,0,41,64,3793
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,36,1,0,0,,3000,678,0,0,0,39,,3717
Aceita pet,Sem mobília,Metrô próx.,Studio,Liberdade,23,1,1,0,7,817,412,0,59,0,6,16,1310
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,54,2,0,1,5,1386,460,0,29,0,18,28,1921
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Bela Vista,35,1,0,1,7,1562,473,0,54,0,17,31,2137
Aceita pet,Sem mobília,Metrô próx.,Studio,Bela Vista,40,1,0,1,19,2039,393,0,122,0,8,41,2603
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,80,3,0,0,3,1700,825,0,227,0,22,34,2808
Não aceita,Sem mobília,Metrô próx.,Apartamento,Liberdade,38,1,0,0,14,1400,440,0,0,0,11,28,1879
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Liberdade,50,2,0,1,19,2000,535,0,34,0,26,40,2635
