Pet,Furniture,Subway,house_type,district,area,bedroom,suite,garage,floor,rent,condominium,is_condominium_included,taxes,is_taxes_included,fire_insurance,service,total
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,72,2,0,1,4,2198,1200,0,0,0,28,,3426
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,130,3,1,1,9,5100,1500,0,209,0,65,,6874
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,175,4,1,4,10,9000,1695,0,428,0,115,,11240
Aceita pet,Mobiliado,Não próx.,Apartamento,Higienópolis,40,1,1,1,11,3000,2000,0,325,0,39,,5364
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,85,3,0,1,6,3600,1250,0,67,0,46,,4963
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,55,2,1,2,13,3641,2020,0,255,0,47,,5963
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,190,3,1,0,10,8000,1900,0,441,0,102,,10440
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,115,4,1,2,3,7000,1650,0,402,0,28,,9080
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,240,3,1,3,11,3500,3500,0,1500,0,45,,8545
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,250,4,2,4,1,12000,4200,0,1667,0,153,,18020
Aceita pet,Sem mobília,Não próx.,Studio,Bom Retiro,29,1,0,0,5,3000,400,0,42,0,39,,3481
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,50,2,1,1,5,3100,485,0,146,0,40,,3771
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,210,3,1,2,5,3410,2900,0,550,0,44,,6904
Não aceita,Mobiliado,Não próx.,Apartamento,Jardim Paulista,33,1,1,1,18,980,1815,0,184,0,13,,2992
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Paraíso,147,3,1,2,8,5440,1900,0,334,0,69,109,7852
Aceita pet,Mobiliado,Não próx.,Apartamento,Higienópolis,244,3,1,2,7,12000,3500,0,648,0,153,,16300
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,240,3,1,1,5,8500,3101,0,840,0,108,,12550
Não aceita,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,230,3,3,3,6,8250,2300,0,909,0,105,,11560
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,310,4,4,4,21,11000,4700,0,1751,0,140,,17590
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,215,3,1,2,1,15000,3000,0,834,0,191,,19030
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,240,4,2,3,6,9990,2850,0,840,0,127,,13810
Não aceita,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,190,3,3,2,10,9000,2800,0,888,0,115,,12800
Não aceita,Mobiliado,Metrô próx.,Studio,Vila Mariana,35,1,0,1,14,2350,350,0,0,0,30,47,2777
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,120,3,0,0,2,2040,0,0,84,0,26,41,2191
Aceita pet,Sem mobília,Não próx.,Apartamento,Bom Retiro,50,2,0,0,1,2000,54,0,42,0,26,,2122
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Mooca,70,2,0,0,,1900,0,0,175,0,25,38,2138
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,100,3,0,0,3,2500,0,0,0,0,32,50,2582
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,38,1,1,1,2,2100,627,0,145,0,27,,2899
Não aceita,Mobiliado,Metrô próx.,Studio,Jardim Paulista,24,1,0,0,,1700,,1,0,0,22,,1722
Não aceita,Sem mobília,Não próx.,Studio,Bom Retiro,30,1,0,1,12,1650,550,0,0,0,21,,2221
Não aceita,Sem mobília,Metrô próx.,Apartamento,Vila Mariana,40,1,0,1,4,1655,800,0,67,0,21,33,2576
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,38,1,1,1,6,2300,603,0,139,0,30,,3072
Aceita pet,Sem mobília,Metrô próx.,Casa,Higienópolis,356,4,3,2,,9000,0,0,1700,0,149,,10850
Aceita pet,Mobiliado,Metrô próx.,Casa,Perdizes,220,3,0,0,,5100,,0,135,0,85,,5320
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Barra Funda,65,3,0,1,6,2500,461,0,90,0,32,,3083
Não aceita,Mobiliado,Metrô próx.,Studio,Jardim Paulista,32,1,1,1,16,1990,1100,0,300,0,26,,3416
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,38,1,0,0,8,2100,516,0,104,0,27,,2747
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Paraíso,80,3,1,2,3,4525,717,0,267,0,58,91,5658
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,46,2,0,1,9,1800,430,0,158,0,23,36,2447
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,115,4,1,2,3,7000,1650,0,402,0,28,,9080
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,50,2,1,2,14,2596,2062,0,278,0,33,,4969
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,255,3,1,2,10,6000,2600,0,500,0,77,,9177
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,140,4,2,2,7,2780,1850,0,359,0,36,56,5081
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,70,2,0,1,11,2250,780,0,161,0,29,,3220
Não aceita,Mobiliado,Metrô próx.,Studio,Vila Mariana,35,1,0,1,14,2350,350,0,0,0,30,47,2777
Não aceita,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,69,2,1,1,3,3396,1100,0,265,0,44,,4805
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Paraíso,141,3,1,1,1,3800,1798,0,372,0,49,76,6095
Não aceita,Mobiliado,Metrô próx.,Studio,Jardim Paulista,41,1,0,1,1,1983,1600,0,134,0,26,,3743
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,78,2,1,1,8,3880,1641,0,495,0,50,,6066
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Paraíso,128,2,1,0,8,3400,932,0,262,0,44,68,4706
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Paraíso,90,3,1,1,10,3950,1438,0,169,0,51,79,5687
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Paraíso,119,3,0,1,7,3400,1011,0,247,0,44,68,4770
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,90,2,1,1,17,6500,1160,0,220,0,83,,7963
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,120,3,1,1,9,5800,1348,0,319,0,74,,7541
Não aceita,Sem mobília,Metrô próx.,Studio,Jardim Paulista,32,1,0,1,18,2700,788,0,167,0,35,,3690
Não aceita,Sem mobília,Metrô próx.,Apartamento,Consolação,108,3,0,1,3,2665,1126,0,74,0,34,,3899
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,116,2,1,1,5,4750,1360,0,267,0,61,,6438
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,134,3,1,1,11,3800,1133,0,272,0,49,,5254
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,80,1,0,0,8,4200,1160,0,76,0,54,,5490
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,130,4,0,2,5,5200,1742,0,538,0,66,,7546
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,125,2,1,0,7,4900,1350,0,250,0,63,,6563
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,120,2,2,2,7,5500,1774,0,342,0,70,,7686
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,180,3,0,1,8,12000,2000,0,334,0,153,,14490
Não aceita,Mobiliado,Metrô próx.,Studio,Brás,16,1,0,0,4,500,340,0,0,0,7,10,857
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Paraíso,141,3,1,1,1,3800,1798,0,372,0,49,76,6095
Não aceita,Sem mobília,Não próx.,Studio,Mooca,28,1,0,0,2,1750,,0,0,0,23,35,1808
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,165,4,2,1,8,7500,1520,0,500,0,96,,9616
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,165,3,1,2,11,3450,1280,0,383,0,44,,5157
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,100,2,1,2,2,13000,1813,0,625,0,165,,15600
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,55,2,1,2,5,2890,2100,0,0,0,37,,5027
Não aceita,Mobiliado,Metrô próx.,Apartamento,Vila Mariana,138,3,1,1,9,5900,1750,0,125,0,75,118,7968
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,150,3,0,1,7,6715,1843,0,340,0,86,,8984
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,225,3,1,1,4,5000,1500,0,428,0,64,,6992
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,108,1,0,0,1,3600,1280,0,298,0,46,,5224
Aceita pet,Mobiliado,Não próx.,Apartamento,Higienópolis,40,1,1,1,11,3000,2000,0,325,0,39,,5364
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,85,3,0,1,6,3600,1250,0,67,0,46,,4963
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,55,2,1,2,13,3641,2020,0,255,0,47,,5963
Não aceita,Sem mobília,Não próx.,Studio,Higienópolis,40,1,1,1,9,1850,2106,0,484,0,24,,4464
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Paraíso,180,3,1,2,1,4800,2000,0,500,0,61,96,7457
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,100,2,1,2,2,13000,1813,0,625,0,165,,15600
Não aceita,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,140,2,1,0,11,7500,2200,0,780,0,96,,10580
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,165,2,1,2,2,11200,2450,0,984,0,142,,14780
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,255,3,1,2,10,6000,2600,0,500,0,77,,9177
Não aceita,Sem mobília,Metrô próx.,Apartamento,Paraíso,240,3,3,3,7,14000,3400,0,1534,0,178,280,19390
Não aceita,Sem mobília,Não próx.,Apartamento,Pacaembu,380,4,4,4,11,8590,5800,0,2500,0,109,,17000
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,260,4,2,3,13,15000,4070,0,1500,0,191,,20760
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Higienópolis,255,4,1,2,14,4500,3000,0,667,0,58,,8225
Não aceita,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,350,4,2,3,1,15000,4459,0,0,0,191,,19650
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,150,3,0,1,3,4351,2582,0,367,0,56,,7356
Não aceita,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,230,3,3,3,6,8250,2300,0,909,0,105,,11560
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,203,2,2,2,2,12500,4555,0,888,0,159,,18110
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,120,3,0,0,2,2040,0,0,84,0,26,41,2191
Não aceita,Sem mobília,Metrô próx.,Apartamento,Barra Funda,37,1,1,1,4,2300,573,0,96,0,30,,2999
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,53,2,0,1,18,1800,460,0,73,0,23,36,2392
Não aceita,Sem mobília,Metrô próx.,Studio,Jardim Paulista,24,1,0,0,,1700,,1,0,0,22,,1722
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,38,1,1,1,2,2100,627,0,145,0,27,,2899
Não aceita,Mobiliado,Metrô próx.,Studio,Jardim Paulista,24,1,0,0,,1700,,1,0,0,22,,1722
Aceita pet,Mobiliado,Não próx.,Apartamento,Paraíso,37,1,0,1,3,2400,561,0,46,0,31,48,3086
Aceita pet,Sem mobília,Metrô próx.,Casa,Higienópolis,356,4,3,2,,9000,0,0,1700,0,149,,10850
Aceita pet,Mobiliado,Metrô próx.,Casa,Perdizes,220,3,0,0,,5100,,0,135,0,85,,5320
Aceita pet,Sem mobília,Não próx.,Apartamento,Bom Retiro,33,1,0,0,7,1200,279,0,0,0,16,,1495
Não aceita,Sem mobília,Não próx.,Casa,Perdizes,438,5,4,5,,12000,0,0,817,0,181,,13000
Não aceita,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,35,1,0,0,11,1824,700,0,34,0,24,,2582
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Barra Funda,65,3,0,1,6,2500,461,0,90,0,32,,3083
Não aceita,Mobiliado,Metrô próx.,Studio,Jardim Paulista,32,1,1,1,16,1990,1100,0,300,0,26,,3416
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,50,2,0,0,10,1500,500,0,0,0,20,30,2050
Aceita pet,Mobiliado,Metrô próx.,Casa,Paraíso,150,3,3,2,,12000,0,0,1667,0,199,240,14110
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,29,1,1,1,12,1840,1800,0,167,0,24,,3831
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Vila Mariana,48,2,1,2,13,3350,750,0,0,0,43,67,4210
Não aceita,Mobiliado,Metrô próx.,Apartamento,Vila Mariana,100,3,0,1,4,4080,1074,0,40,0,52,82,5328
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,59,1,0,0,12,2800,1100,0,325,0,36,,4261
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,69,2,0,0,4,3000,525,0,0,0,22,,3547
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Barra Funda,52,2,0,0,14,3200,580,0,100,0,41,,3921
Aceita pet,Sem mobília,Metrô próx.,Casa,Higienópolis,450,4,0,3,,13000,0,0,1000,0,196,,14200
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,98,3,1,2,3,2800,1590,0,325,0,36,,4751
Aceita pet,Sem mobília,Metrô próx.,Studio,Barra Funda,32,1,0,1,16,2700,533,0,0,0,35,,3268
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,80,2,1,2,6,3000,1770,0,39,0,39,,4848
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Vila Mariana,126,3,1,1,7,4400,1300,0,300,0,56,88,6144
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,78,2,1,1,8,3880,1641,0,495,0,50,,6066
Aceita pet,Mobiliado,Não próx.,Apartamento,Jardim Paulista,115,2,1,1,8,3800,1570,0,410,0,49,,5829
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,22,1,1,1,1,1950,490,0,0,0,25,,2465
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,110,4,2,2,15,7485,980,0,504,0,29,,8998
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,35,1,0,1,5,2900,820,0,100,0,37,,3857
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,129,2,0,0,4,4000,871,0,303,0,51,,5225
Aceita pet,Sem mobília,Metrô próx.,Studio,Consolação,50,1,1,1,5,809,1405,0,199,0,11,,2424
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,59,1,0,0,12,2800,1100,0,325,0,36,,4261
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Paraíso,80,3,1,2,3,4525,717,0,267,0,58,91,5658
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,284,3,1,2,9,6600,2300,0,584,0,84,,9568
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,156,3,1,1,,6000,1812,0,315,0,77,,8204
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,89,2,2,2,8,6570,1440,0,351,0,84,,8445
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Paraíso,180,3,1,2,1,4800,2000,0,500,0,61,96,7457
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,69,2,0,0,4,3000,525,0,0,0,22,,3547
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Vila Mariana,48,2,1,2,13,3350,750,0,0,0,43,67,4210
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,55,2,1,2,5,2890,2100,0,0,0,37,,5027
Não aceita,Mobiliado,Metrô próx.,Apartamento,Vila Mariana,138,3,1,1,9,5900,1750,0,125,0,75,118,7968
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,150,3,0,1,7,6715,1843,0,340,0,86,,8984
Não aceita,Sem mobília,Não próx.,Studio,Higienópolis,40,1,1,1,9,1850,2106,0,484,0,24,,4464
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,190,3,1,0,10,8000,1900,0,441,0,102,,10440
Não aceita,Mobiliado,Não próx.,Apartamento,Higienópolis,60,2,2,1,8,1880,2730,0,123,0,24,,4757
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,240,3,1,3,11,3500,3500,0,1500,0,45,,8545
Aceita pet,Mobiliado,Não próx.,Apartamento,Jardim Paulista,220,3,3,2,7,14550,3000,0,1416,0,185,,19150
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,156,2,1,2,8,10000,2040,0,459,0,127,,12630
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Paraíso,100,2,2,2,9,10100,1400,0,411,0,128,202,12240
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,160,3,1,1,1,4500,2800,0,450,0,58,,7808
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,165,2,1,2,2,11200,2450,0,984,0,142,,14780
Não aceita,Sem mobília,Metrô próx.,Apartamento,Paraíso,240,3,3,3,7,14000,3400,0,1534,0,178,280,19390
Não aceita,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,300,4,4,3,21,15000,3100,0,1167,0,191,,19460
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,180,3,0,1,8,12000,2000,0,334,0,153,,14490
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,180,3,1,2,1,4000,3515,0,853,0,51,,8419
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,203,2,2,2,2,12500,4555,0,888,0,159,,18110
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,175,3,1,2,,8000,4150,0,857,0,102,,13110
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,40,1,0,1,25,1700,390,0,90,0,22,34,2236
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Belém,50,2,0,1,14,1690,410,0,0,0,22,34,2156
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,53,2,0,1,18,1800,460,0,73,0,23,36,2392
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Paraíso,488,4,1,3,,6400,14130,0,1214,0,82,128,21950
Não aceita,Sem mobília,Não próx.,Studio,Cambuci,15,1,1,0,,1150,0,0,28,0,15,23,1216
Aceita pet,Sem mobília,Metrô próx.,Casa,Vila Mariana,350,5,1,6,,7000,0,0,640,0,116,140,7896
Aceita pet,Mobiliado,Metrô próx.,Casa,Jardim Paulista,320,5,2,3,,8000,320,0,267,0,121,,8708
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,43,1,1,1,2,2080,850,0,172,0,27,,3129
Não aceita,Mobiliado,Metrô próx.,Studio,Paraíso,45,1,0,1,5,3000,0,0,0,0,39,60,3099
Aceita pet,Mobiliado,Não próx.,Studio,Bom Retiro,30,1,1,0,3,1500,380,0,0,0,20,,1900
Não aceita,Sem mobília,Metrô próx.,Apartamento,Barra Funda,59,1,0,0,2,1520,400,0,0,0,20,,1940
Aceita pet,Mobiliado,Metrô próx.,Studio,Barra Funda,33,1,0,1,18,2200,535,0,79,0,28,,2842
Aceita pet,Sem mobília,Metrô próx.,Casa,Vila Mariana,240,3,1,0,,6500,0,0,375,0,108,130,7113
Não aceita,Sem mobília,Não próx.,Casa,Perdizes,438,5,4,5,,12000,0,0,817,0,181,,13000
Aceita pet,Sem mobília,Metrô próx.,Casa,Vila Mariana,200,3,1,5,,7000,0,0,963,0,106,140,8209
Aceita pet,Mobiliado,Não próx.,Apartamento,Cambuci,70,3,1,3,10,2300,813,0,293,0,30,46,3482
Não aceita,Mobiliado,Metrô próx.,Apartamento,Bom Retiro,57,2,1,1,22,4500,480,0,140,0,58,,5178
Não aceita,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,35,1,0,0,11,1824,700,0,34,0,24,,2582
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,117,2,2,2,15,3636,6869,0,10440,0,47,,20990
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,55,1,0,1,4,3200,812,0,0,0,41,,4053
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Barra Funda,52,2,0,0,14,3200,580,0,100,0,41,,3921
Aceita pet,Sem mobília,Não próx.,Apartamento,Mooca,65,3,0,1,3,1800,630,0,60,0,23,36,2549
Aceita pet,Mobiliado,Não próx.,Studio,Jardim Paulista,20,1,0,0,4,2900,100,0,0,0,37,,3037
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,154,2,0,0,10,2000,1200,0,215,0,26,,3441
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,92,2,0,1,9,7000,1300,0,167,0,89,,8556
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,96,3,0,1,3,4400,1460,0,250,0,56,,6166
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Paraíso,100,2,0,1,2,2221,1758,0,357,0,29,44,4409
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Paraíso,198,4,3,3,3,12100,2000,0,1000,0,154,242,15500
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,250,4,2,4,1,12000,4200,0,1667,0,153,,18020
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,270,4,3,2,4,5500,4300,0,1115,0,70,,10990
Não aceita,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,140,2,1,0,11,7500,2200,0,780,0,96,,10580
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,128,3,1,2,10,3800,2600,0,605,0,49,,7054
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,150,2,1,2,18,13000,1124,0,426,0,165,,14720
Aceita pet,Mobiliado,Metrô próx.,Studio,Jardim Paulista,50,1,0,1,25,1848,2200,0,184,0,24,,4256
Não aceita,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,60,1,1,1,14,3300,3800,0,500,0,42,,7642
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Paraíso,286,4,1,0,11,8500,3500,0,1783,0,108,170,14060
Aceita pet,Sem mobília,Não próx.,Apartamento,Higienópolis,220,3,0,2,10,8700,2330,0,750,0,111,,11890
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,180,3,1,2,1,4000,3515,0,853,0,51,,8419
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,210,3,1,0,1,12000,2800,0,650,0,153,,15600
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,240,4,2,3,6,9990,2850,0,840,0,127,,13810
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,186,3,3,0,17,9900,2220,0,1067,0,126,,13310
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,130,2,0,0,5,4182,887,0,302,0,29,,5400
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,90,3,1,2,2,3730,1959,0,367,0,24,,6080
Aceita pet,Mobiliado,Não próx.,Studio,Pari,30,1,0,0,1,1550,0,0,21,0,20,31,1622
Não aceita,Sem mobília,Não próx.,Apartamento,Belém,25,1,0,0,1,890,60,0,0,0,12,18,980
Aceita pet,Sem mobília,Não próx.,Apartamento,Cambuci,82,2,0,1,1,2000,550,0,30,0,26,40,2646
Aceita pet,Sem mobília,Não próx.,Apartamento,Bom Retiro,58,1,1,1,2,2220,500,0,0,0,29,,2749
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Bela Vista,53,1,0,1,5,1700,467,0,11,0,22,34,2234
Aceita pet,Mobiliado,Metrô próx.,Studio,Consolação,30,1,0,0,6,1600,450,0,0,0,21,,2071
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Barra Funda,52,2,0,1,8,1700,700,0,112,0,22,,2534
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Consolação,36,1,0,1,12,1500,650,0,21,0,20,,2191
Aceita pet,Sem mobília,Não próx.,Apartamento,Belém,32,1,0,1,18,1900,290,0,0,0,25,38,2253
Aceita pet,Mobiliado,Não próx.,Apartamento,Bom Retiro,90,2,1,1,4,1700,800,0,0,0,22,,2522
Não aceita,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,30,1,1,0,4,950,380,0,79,0,13,,1422
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Cambuci,33,1,0,0,17,1600,275,0,0,0,21,32,1928
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,37,1,1,1,1,1950,800,0,80,0,25,,2855
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,48,1,1,0,4,1600,435,0,0,0,21,,2056
Não aceita,Sem mobília,Não próx.,Studio,Cambuci,19,1,0,0,1,990,50,0,41,0,13,20,1114
Não aceita,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,34,1,0,0,5,1000,347,0,45,0,13,,1405
Aceita pet,Sem mobília,Não próx.,Apartamento,Jardim Paulista,57,2,0,1,13,2600,972,0,17,0,33,,3622
Aceita pet,Mobiliado,Não próx.,Apartamento,Jardim Paulista,51,1,0,1,7,2800,903,0,179,0,36,,3918
Não aceita,Sem mobília,Metrô próx.,Apartamento,Santa Cecília,77,2,0,0,6,2000,610,0,0,0,26,,2636
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Mooca,58,2,0,1,14,1957,493,0,0,0,25,39,2514
Aceita pet,Mobiliado,Metrô próx.,Studio,Barra Funda,33,1,0,0,3,2300,600,0,0,0,30,,2930
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,100,3,1,1,6,4350,793,0,238,0,56,,5437
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Vila Mariana,57,2,1,1,9,3700,940,0,250,0,47,74,5011
Aceita pet,Mobiliado,Metrô próx.,Apartamento,Santa Cecília,48,1,0,1,5,2300,1300,0,209,0,30,,3839
Aceita pet,Sem mobília,Metrô próx.,Apartamento,Jardim Paulista,55,1,1,0,5,2995,377,0,91,0,38,,3501
Não aceita,Sem mobília,Metrô próx.,Apartamento,Pacaembu,70,2,0,1,1,1964,1050,0,356,0,25,,3395
Não aceita,Mobiliado,Metrô próx.,Apartamento,Jardim Paulista,67,1,1,1,,2200,1265,0,27,0,28,,3520
Não aceita,Mobiliado,Não próx.,Studio,Perdizes,24,1,0,1,4,2200,450,0,67,0,28,,2745
